,person_age,person_income,person_emp_length,loan_amnt,cb_person_default_on_file,cb_person_cred_hist_length,other_payments,percent_of_income,loan_status
19138,27,31200,1.0,7500,0,8,4154,0.27730533165717663,no
19139,31,25000,0.0,2500,0,6,3957,0.11880435299149361,yes
19140,27,25800,11.0,2500,1,5,6749,0.13122670725946145,yes
19141,28,26004,0.0,2500,1,8,6304,0.12690355329949238,yes
19142,27,26400,3.0,2500,1,10,6258,0.12411875682653163,yes
19143,31,31323,6.0,2500,0,5,7640,0.10556095089304564,yes
19144,27,26592,1.0,2500,0,6,9577,0.14692918013517484,yes
19145,27,31416,0.0,8000,0,5,22473,0.8945544000894554,no
19146,29,28080,1.0,2500,0,8,8230,0.12594458438287154,yes
19147,34,31500,16.0,6000,0,8,27531,1.5117157974300832,no
19148,34,28800,0.0,2500,0,9,17654,0.22429571146599678,no
19149,27,30000,3.0,2500,0,5,8074,0.11401988506795585,yes
19150,31,31600,4.0,7500,0,10,17519,0.5326326255237555,no
19151,29,32108,4.0,2500,1,5,22054,0.24865725084543466,yes
19152,32,31776,4.0,3400,0,8,14127,0.1926454756643436,yes
19153,32,36000,1.0,2500,0,6,21730,0.1751927119831815,yes
19154,27,31850,8.0,14125,0,8,26456,2.6186503522432334,no
19155,31,30000,1.0,2500,1,8,10662,0.12927913951804737,yes
19157,33,32400,6.0,2500,1,10,25223,0.34833495889647487,yes
19158,35,33000,3.0,2500,1,7,27768,0.47782874617737003,no
19159,32,39400,2.0,2500,0,9,9370,0.08325008325008325,yes
19160,31,39420,0.0,2500,1,8,6923,0.07693017817029264,yes
19161,27,40000,4.0,2500,0,5,28568,0.21868439468159553,yes
19162,30,40000,8.0,2500,0,10,24229,0.1585188003297191,yes
19163,31,40000,5.0,2500,1,5,8956,0.0805308594253318,yes
19164,34,42000,2.0,2500,0,6,19168,0.10949544498948843,yes
19165,28,42000,9.0,2500,0,8,21856,0.12410643367752185,yes
19166,28,32000,4.0,12000,0,10,2266,0.40357839510324883,yes
19167,29,32000,5.0,3100,0,5,2343,0.10452844185183936,yes
19168,27,32000,11.0,1000,1,10,3585,0.0351926799225761,yes
19169,27,44500,5.0,2500,0,10,7023,0.06670758064946501,yes
19170,31,39000,0.0,2500,0,5,19936,0.1311372219890894,yes
19171,30,39300,5.0,2500,1,10,1911,0.0668645858407553,yes
19172,27,39996,7.0,2500,0,8,11700,0.08835171048911507,yes
19173,28,46000,0.0,2500,0,8,26716,0.12964115328769965,yes
19174,29,46500,5.0,2500,1,9,11615,0.07166403898523721,yes
19175,27,47544,11.0,2500,0,5,14796,0.07634053988029803,yes
19176,28,48000,1.0,2500,0,5,14262,0.07410042089039066,yes
19177,32,50000,3.0,2500,0,7,2038,0.05212459864059047,yes
19178,29,32000,13.0,8000,0,7,28152,2.079002079002079,no
19179,31,50000,5.0,2500,1,10,10500,0.06329113924050633,yes
19180,30,32000,4.0,6625,0,10,28903,2.1391669357442686,no
19181,32,52000,0.0,2500,0,10,17161,0.07175866127041534,yes
19182,33,53000,6.0,2500,0,7,17846,0.07111566251351198,yes
19183,34,54600,2.0,2500,0,8,1515,0.04709428275407366,yes
19184,28,54924,6.0,2500,0,6,20062,0.07171131891457748,yes
19185,30,57000,1.0,2500,0,9,16069,0.06107840023454106,yes
19186,34,32000,12.0,2275,0,6,25131,0.33119813655553937,yes
19188,27,56000,1.0,2500,0,5,10722,0.05521445293520032,yes
19189,31,32000,3.0,6000,0,8,9642,0.2683603184542446,no
19190,31,32000,0.0,2000,1,6,16249,0.1269760650117453,yes
19191,29,68004,2.0,2500,1,9,26312,0.05996354216636285,yes
19192,27,69000,11.0,2500,0,8,3254,0.03802512700392419,yes
19193,30,70000,4.0,2500,0,7,11347,0.042623565717013624,yes
19194,27,72000,11.0,2500,0,6,13088,0.04243617599130907,yes
19195,29,73000,7.0,2500,1,9,29734,0.05778209217399344,yes
19196,28,75000,12.0,2500,0,9,29945,0.055487737210076576,yes
19197,29,76320,8.0,2500,1,10,15180,0.04088976120379457,yes
19198,28,32000,5.0,8500,0,6,2254,0.28575270624621796,yes
19199,34,87000,0.0,2500,0,5,2724,0.029664435901086906,yes
19200,29,32000,2.0,12000,0,6,12430,0.6131834440470108,no
19201,31,95000,2.0,2500,0,5,22010,0.03425126729688999,yes
19202,27,95800,1.0,2500,0,9,14478,0.030741988637760998,yes
19203,27,84000,0.0,2500,0,9,28369,0.044938972874835975,yes
19204,32,115000,1.0,2500,0,6,25242,0.027852670514048886,yes
19205,32,119004,0.0,2500,0,10,22291,0.02584967894698748,yes
19206,29,120000,5.0,2500,1,6,8542,0.02242997362235102,yes
19207,27,32000,0.0,9850,0,5,19444,0.7844855049378783,no
19209,27,32000,2.0,14000,0,7,5818,0.5347185088992438,no
19210,32,24000,7.0,2800,0,9,8818,0.18442892899486232,yes
19211,27,24000,0.0,2800,0,10,14810,0.30467899891186073,no
19212,33,25000,6.0,2800,0,7,16400,0.32558139534883723,yes
19213,27,32000,10.0,15000,0,7,3277,0.522229572119904,no
19214,32,32000,2.0,4000,1,5,28389,1.1077263915812794,no
19215,30,30000,6.0,2800,1,7,27211,1.0039440659734673,no
19216,27,12000,2.0,2850,1,5,5292,0.42486583184257604,no
19217,33,32004,4.0,6000,0,7,2851,0.2058107227386547,yes
19218,28,115000,0.0,2850,0,9,10301,0.027220890361894574,yes
19219,27,17000,6.0,2875,0,10,16312,4.178779069767442,no
19220,30,32004,4.0,5500,0,9,16363,0.3516399207211815,yes
19222,28,13200,0.0,3000,0,6,2524,0.28100412139378045,no
19223,35,14400,1.0,3000,0,7,1330,0.22953328232593725,no
19226,31,32400,14.0,3000,0,10,17432,0.20042757883484769,yes
19227,27,15000,2.0,3000,0,7,1316,0.21923414206372405,no
19229,29,32400,2.0,10625,0,5,19633,0.8322237017310253,no
19230,30,32400,13.0,6500,0,5,1176,0.20817320010248527,yes
19231,31,16000,1.0,3000,1,6,14375,1.8461538461538463,no
19232,29,32400,0.0,4000,1,6,9374,0.17371666811430556,yes
19234,35,16800,0.0,3000,0,7,9094,0.38930703348040485,no
19235,31,16800,0.0,3000,1,7,11960,0.6198347107438017,no
19236,31,32400,4.0,7500,0,5,2507,0.25089485832803665,yes
19237,28,17573,1.0,3000,0,8,15999,1.9059720457433291,no
19240,28,32468,12.0,6000,0,5,7487,0.24018253872943437,yes
19241,31,32496,2.0,1800,0,10,8608,0.0753516409912927,yes
19242,31,32500,4.0,8975,0,10,3382,0.3082285871282368,yes
19244,28,32500,12.0,5000,0,7,16270,0.3080714725816389,yes
19246,28,19992,12.0,3000,0,9,15070,0.609508329947176,no
19247,30,20000,1.0,3000,0,8,19979,142.85714285714286,no
19248,28,20000,3.0,3000,1,6,4447,0.19288883173664245,yes
19249,32,32678,10.0,3075,0,6,29459,0.9552656104380243,no
19250,31,21000,13.0,3000,1,8,6841,0.2118793700120065,yes
19252,31,32904,15.0,3000,0,5,5955,0.11132138483802738,yes
19255,29,33000,1.0,7100,0,7,6780,0.2707856598016781,no
19256,33,23004,6.0,3000,1,5,3600,0.15460729746444032,yes
19257,27,23004,6.0,3000,1,10,18523,0.6694934166480696,no
19258,32,30000,4.0,3000,1,6,15916,0.21300766827605794,yes
19259,33,33000,3.0,4000,0,8,11663,0.18746777897548858,yes
19260,33,33000,6.0,6000,0,5,14765,0.3290375651220181,yes
19261,27,33000,7.0,4800,0,10,8622,0.1968988432192961,yes
19262,31,30000,2.0,3000,0,8,8011,0.13643185228978125,yes
19263,35,30000,2.0,3000,1,5,16966,0.23016725487187356,no
19264,28,30500,4.0,3000,0,8,7800,0.13215859030837004,yes
19265,34,30857,6.0,3000,0,9,13367,0.17152658662092624,yes
19266,28,31000,2.0,3000,0,7,20087,0.2749014936314487,no
19267,27,31200,2.0,3000,0,6,11982,0.1561036528254761,yes
19268,29,31200,0.0,3000,1,6,4181,0.11103297679410785,yes
19269,31,31400,7.0,3000,0,10,24100,0.410958904109589,yes
19270,34,31704,2.0,3000,0,8,11235,0.14656309541257512,yes
19271,30,33000,2.0,6000,0,8,6167,0.2236052621771699,no
19272,34,32000,9.0,3000,1,7,24992,0.4280821917808219,yes
19273,30,33000,3.0,5600,0,9,25662,0.7631507222676479,no
19274,30,32796,8.0,3000,0,7,23371,0.3183023872679045,yes
19275,27,33600,1.0,3000,1,9,7693,0.11579881885204771,yes
19276,29,33600,2.0,3000,0,8,9393,0.12393109431156277,yes
19277,33,34320,1.0,3000,0,5,9997,0.12334004851375241,yes
19278,31,34580,3.0,3000,0,6,2256,0.09281029575547581,yes
19279,27,35000,0.0,3000,0,10,23170,0.25359256128486896,no
19280,27,35000,0.0,3000,0,8,20315,0.20429009193054137,no
19281,29,35500,3.0,3000,0,9,3310,0.09319664492078285,yes
19282,29,30000,3.0,3000,1,6,11870,0.1654715940430226,yes
19283,32,33000,2.0,5000,0,7,28870,1.2106537530266344,no
19284,31,36000,5.0,3000,0,7,24245,0.25521054870267973,yes
19285,27,33000,6.0,12000,0,7,28882,2.9140359397765905,no
19286,29,36000,7.0,3000,0,10,16837,0.1565516881490372,yes
19287,35,36000,1.0,3000,0,5,13484,0.13323858589447504,yes
19288,31,30000,0.0,3000,0,10,15722,0.2101134612690853,no
19289,27,36000,11.0,3000,0,9,1253,0.08633838892566265,yes
19290,28,37090,2.0,3000,0,8,24908,0.24626498111968478,no
19291,29,37440,2.0,3000,0,8,19721,0.16930978046165132,yes
19292,29,31440,0.0,3000,1,6,28214,0.9299442033477991,no
19293,31,31800,6.0,3000,1,9,23891,0.37931470476672147,yes
19294,33,38000,3.0,3000,1,10,6386,0.09489466691971911,yes
19295,29,33000,5.0,4200,0,9,7332,0.16362786348761102,yes
19296,27,38000,5.0,3000,0,8,19625,0.16326530612244897,yes
19297,32,38052,16.0,3000,0,6,13849,0.12395157625087799,yes
19299,28,38400,0.0,3000,0,10,27712,0.280688622754491,no
19300,27,38500,1.0,3000,0,10,7075,0.0954653937947494,yes
19301,28,38688,2.0,3000,1,8,15829,0.1312393368038847,yes
19302,28,39000,0.0,3000,0,7,7122,0.09410878976096368,yes
19304,30,33000,0.0,3000,0,8,12952,0.14964086193136472,yes
19305,29,33000,2.0,16000,0,7,23189,1.6308225461217,no
19306,28,34000,4.0,3000,0,10,21432,0.23870146403564607,yes
19307,33,40000,6.0,3000,0,10,24586,0.1946282600233554,yes
19308,28,34000,3.0,3000,0,10,15404,0.1613250161325016,yes
19309,30,40000,5.0,3000,0,7,15465,0.12227430201752598,yes
19310,28,34000,1.0,3000,1,10,6991,0.11107408641563923,yes
19311,27,40000,3.0,3000,0,8,1639,0.07820442637053257,yes
19312,31,33225,13.0,13500,0,6,19867,1.0106303338823177,no
19313,27,33267,5.0,3200,0,6,26536,0.47541227157926014,yes
19314,27,43000,11.0,3000,0,7,11201,0.09434258938960345,yes
19315,28,43200,1.0,3000,0,9,18229,0.12013936165952505,yes
19316,29,37200,3.0,3000,1,5,15645,0.13917884481558804,yes
19317,32,33280,6.0,2400,0,10,10957,0.10751243112484882,yes
19318,30,43500,0.0,3000,0,10,29213,0.2099811017008469,no
19319,27,44000,11.0,3000,1,7,14392,0.10132396649554175,yes
19320,30,33300,2.0,1600,0,5,28545,0.33648790746582546,no
19321,28,33400,12.0,16700,0,9,21527,1.4065526825570622,no
19322,34,45000,2.0,3000,0,7,16206,0.10418837257762034,yes
19323,32,45000,3.0,3000,0,7,3611,0.07248302689120298,yes
19324,30,45000,0.0,3000,0,10,4488,0.0740521327014218,yes
19325,29,39000,2.0,3000,1,7,19772,0.15602246723528188,yes
19326,32,39314,16.0,3000,0,7,23513,0.18986140117714068,yes
19329,29,45996,6.0,3000,0,7,19480,0.11313923668728315,yes
19330,34,33600,4.0,6000,0,6,20464,0.45676004872107184,yes
19331,30,40750,2.0,3000,0,10,17174,0.12724804886325075,yes
19332,27,47000,6.0,3000,0,5,7875,0.07667731629392971,yes
19333,29,47000,0.0,3000,0,7,6200,0.07352941176470588,yes
19334,33,41277,3.0,3000,0,8,19612,0.1384721901684745,yes
19335,33,33600,3.0,9500,0,8,8677,0.3811740159691851,no
19336,28,33600,12.0,3000,0,5,12180,0.1400560224089636,yes
19337,27,33600,5.0,5400,0,6,2014,0.17096181852719558,yes
19338,29,48000,11.0,3000,0,5,2499,0.0659326168655634,yes
19339,34,48000,4.0,3000,0,10,14765,0.09026628554234993,yes
19340,32,48750,5.0,3000,0,7,4819,0.06828890760510802,yes
19341,28,48876,5.0,3000,0,8,14648,0.08764754002570994,yes
19342,30,48996,2.0,3000,0,10,8796,0.07462686567164178,yes
19343,30,33600,5.0,9000,0,6,11998,0.41662808999166745,yes
19344,27,49000,3.0,3000,1,8,14890,0.08795074758135445,yes
19345,29,33600,0.0,6000,0,7,9169,0.24558961974540544,no
19346,29,50000,6.0,3000,0,6,24479,0.11755025273304337,yes
19347,31,33600,3.0,7000,0,9,29977,1.9321004692243997,no
19349,28,50000,2.0,3000,0,9,6494,0.06895600606812853,yes
19350,31,33600,15.0,6500,0,8,4096,0.22030911062906725,yes
19351,30,33600,12.0,3000,0,9,10691,0.13095290060674844,yes
19352,35,50000,1.0,3000,0,8,1140,0.06139991813344249,yes
19353,29,33600,3.0,12000,0,6,4971,0.41915540186524153,no
19354,31,33600,1.0,15250,0,6,13812,0.7706690923792198,no
19355,32,46000,0.0,3000,0,9,9524,0.08224586029169866,yes
19356,34,33612,0.0,9000,0,9,1564,0.28082875686470293,no
19357,31,48605,0.0,12000,0,10,10954,0.31871663435234127,no
19358,28,48715,2.0,12000,0,10,23859,0.482780817508851,no
19359,27,48996,3.0,12000,0,6,21626,0.43843624406284254,no
19361,32,49268,11.0,12000,0,6,18540,0.39052330122363965,yes
19362,29,44000,4.0,12000,1,7,20768,0.5165289256198347,no
19363,33,33996,4.0,10000,0,10,15928,0.5534646889528448,no
19364,31,44000,4.0,12000,0,7,13751,0.39670732916790635,yes
19365,31,50000,9.0,12000,0,6,29333,0.5806357961968356,no
19366,33,50000,0.0,12000,0,7,11064,0.30819806862543664,no
19367,27,50000,5.0,12000,0,9,12961,0.32398282891006774,yes
19368,28,50000,5.0,12000,0,10,22302,0.43324427756516715,yes
19369,32,50000,16.0,12000,0,10,8876,0.29180040852057193,yes
19370,29,50000,13.0,12000,0,5,17096,0.36469730123997085,yes
19371,35,50004,2.0,12000,1,7,13100,0.3251680034684587,no
19372,29,44400,2.0,12000,0,5,13777,0.391862325702903,no
19373,27,50600,9.0,12000,0,7,8779,0.2869371846679898,yes
19374,30,50600,1.0,12000,0,6,15103,0.3380567371890582,no
19375,29,50700,5.0,12000,0,6,14476,0.33127208480565373,yes
19376,32,34000,5.0,4000,0,9,20126,0.2883090673201672,yes
19377,31,34000,15.0,13000,0,8,22631,1.1434602867446566,no
19378,27,34000,1.0,16750,0,6,4681,0.5713018861489136,no
19379,27,51600,4.0,12000,0,9,14921,0.3271626816434472,yes
19380,29,52000,2.0,12000,0,7,22034,0.40045384769405323,no
19381,30,52000,3.0,12000,0,9,19732,0.3718854592785422,no
19382,31,34000,3.0,13500,0,10,27992,2.247003994673768,no
19383,32,52000,3.0,12000,0,6,9331,0.2812346199817197,no
19384,28,52000,12.0,12000,0,8,4123,0.2506422708189736,yes
19385,28,52000,0.0,12000,0,5,25801,0.45803274934157795,no
19386,28,34000,5.0,7000,1,8,8047,0.2697183369937965,yes
19387,27,34000,0.0,8000,0,8,29202,1.6673614005835764,no
19388,35,52500,3.0,12000,0,8,16434,0.33272334054233904,no
19389,29,34000,0.0,3000,0,9,6943,0.11087703736556159,yes
19390,30,53000,4.0,12000,0,7,13639,0.304870303091893,yes
19391,29,53000,6.0,12000,0,8,14601,0.31250813823276646,yes
19392,28,53000,0.0,12000,0,8,29765,0.5164622336991608,no
19393,28,53000,0.0,12000,0,10,13846,0.3064820963375389,no
19394,33,53000,1.0,12000,0,5,20299,0.3669612550074921,no
19395,32,47004,7.0,12000,0,5,20041,0.44505433371657455,yes
19396,31,34000,3.0,10000,1,6,25680,1.2019230769230769,no
19397,29,54000,13.0,12000,1,10,14088,0.30066145520144316,yes
19398,31,54050,8.0,12000,0,9,19563,0.3479572012642445,yes
19399,35,34000,4.0,12800,0,7,22625,1.1252747252747253,no
19400,28,55000,6.0,12000,1,10,4124,0.23586759965406084,yes
19401,27,34000,7.0,8000,0,10,18172,0.5054334091483447,no
19402,33,55000,3.0,12000,0,7,27414,0.4350032625244689,no
19403,32,49000,2.0,12000,0,9,14384,0.3466605038132655,no
19404,28,55000,4.0,12000,0,7,14036,0.2929401425642027,yes
19405,29,34000,2.0,14400,1,7,19087,0.9656004828002414,no
19406,31,55000,3.0,12000,0,10,3724,0.23402761525860052,no
19407,27,34000,12.0,10625,1,10,11350,0.46909492273730685,yes
19408,27,55000,4.0,12000,0,6,9174,0.26186007943089074,yes
19409,32,34000,5.0,2800,0,7,26943,0.39676916536772,yes
19410,29,49000,2.0,12000,0,7,26833,0.5413452429286778,no
19411,34,55000,3.0,12000,0,8,1386,0.22382213600925133,no
19412,29,55500,13.0,12000,0,8,26992,0.4209344745334643,yes
19413,27,56000,3.0,12000,0,8,28411,0.43495596070897824,no
19414,28,34320,5.0,16000,0,7,8741,0.6255131162281559,no
19415,32,34320,0.0,1900,1,7,26501,0.24299782580892698,no
19416,30,57000,14.0,12000,0,7,6275,0.23656973878758009,yes
19417,27,57000,2.0,12000,0,9,19473,0.3197697657686466,no
19419,28,51200,12.0,12000,0,7,6801,0.2702763575756211,yes
19420,35,58000,0.0,12000,1,8,20946,0.323851675932423,no
19421,32,58000,4.0,12000,0,10,24793,0.3613695907489385,yes
19422,30,58800,0.0,12000,0,10,25703,0.3625706257364716,no
19423,29,34500,4.0,4500,0,7,24666,0.4575960951799878,yes
19424,27,34500,2.0,5000,0,7,5013,0.16956624953369281,yes
19425,27,34560,8.0,10625,0,7,5982,0.37178948841766396,yes
19426,35,52000,2.0,3000,0,6,17514,0.08699182276865974,yes
19427,27,34800,5.0,3000,0,6,1767,0.09081827263645445,yes
19428,30,53196,14.0,3000,0,5,20283,0.09114939385653086,yes
19429,35,54084,2.0,3000,0,6,3752,0.05960422792656759,yes
19430,35,54996,1.0,3000,0,5,4641,0.05957700327673518,yes
19431,27,49000,3.0,3000,0,8,15625,0.0898876404494382,yes
19432,33,49000,2.0,3000,0,7,12011,0.08110519343588635,yes
19433,31,34800,3.0,2000,0,6,16930,0.1119194180190263,yes
19434,27,55000,11.0,3000,0,7,2378,0.05701037588841169,yes
19435,28,49000,0.0,3000,1,5,14039,0.0858099024627442,yes
19436,32,34900,0.0,12000,0,9,12416,0.5337128624799857,no
19437,31,56000,15.0,3000,1,5,18595,0.08020318139286192,yes
19438,33,56312,2.0,3000,0,9,13547,0.07015082427218519,yes
19439,27,56400,9.0,3000,0,9,23907,0.09232757824762257,yes
19440,35,35000,5.0,8000,0,6,8451,0.3013296169347245,yes
19441,33,58800,10.0,3000,0,9,9394,0.06072136987410436,yes
19442,28,53100,4.0,3000,0,9,7673,0.06604002025227287,yes
19443,27,60000,9.0,3000,0,6,8704,0.05848409232688709,yes
19444,29,35000,11.0,5000,0,9,26807,0.6102770657878677,no
19445,27,60000,11.0,3000,0,8,29079,0.09702144173862423,yes
19446,28,60000,2.0,3000,0,5,7135,0.05674832119549797,yes
19447,28,35000,2.0,15000,0,7,26676,1.8020182604517059,no
19448,28,35000,3.0,10400,0,8,1496,0.3104106972301815,no
19449,34,54000,5.0,3000,1,6,11476,0.07054839619979306,yes
19450,29,60500,13.0,3000,0,9,18044,0.07066139061616733,yes
19451,30,35000,8.0,10000,0,6,26963,1.2442453651860146,no
19452,28,35000,5.0,10000,0,7,15598,0.5154107823935676,no
19453,33,62000,1.0,3000,0,9,5027,0.052656521510189035,yes
19454,27,62000,5.0,3000,0,9,10805,0.05859947260474656,yes
19455,28,62000,2.0,3000,0,9,24073,0.0790993223824716,yes
19456,29,56400,1.0,3000,0,6,20796,0.08426019548365352,yes
19457,35,35000,4.0,8000,0,5,17278,0.451416318699921,yes
19458,31,63372,7.0,3000,0,7,16546,0.06406697134070816,yes
19460,28,35000,6.0,5000,1,10,25610,0.5324813631522897,no
19461,31,64800,3.0,3000,0,8,5377,0.05048550224660485,yes
19462,31,65000,2.0,3000,0,5,26813,0.07856076675308352,yes
19463,31,67000,2.0,3000,0,10,22870,0.06798096532970768,yes
19464,32,67000,11.0,3000,0,9,13269,0.05583369004857531,yes
19465,27,51850,2.0,3000,1,7,23421,0.1055260473460199,yes
19466,30,68000,1.0,3000,0,9,4838,0.04749691270067446,yes
19467,32,35000,4.0,10000,0,6,4789,0.33100526298368144,yes
19468,30,35000,14.0,2000,0,9,4298,0.0651423360041691,yes
19469,30,70000,0.0,3000,0,9,18227,0.057945261043401,yes
19470,27,70000,3.0,3000,0,10,27014,0.06979016423951985,yes
19471,35,35000,4.0,5200,0,6,25715,0.5600430802369413,no
19472,27,35000,11.0,9000,0,5,6045,0.31082714557071317,yes
19473,33,35000,3.0,10000,0,5,27111,1.2675877804537965,no
19474,31,35000,2.0,10225,0,6,3991,0.3297429778451417,no
19475,30,72000,2.0,3000,0,5,12061,0.05005088506648426,yes
19476,28,35000,12.0,12000,0,8,26408,1.3966480446927374,no
19477,32,35000,2.0,6075,0,9,20326,0.41399754668120486,no
19478,28,75000,7.0,3000,0,7,16576,0.051348760783239765,yes
19479,33,75500,5.0,3000,0,5,27904,0.0630305067652744,yes
19480,32,70000,2.0,3000,0,6,10547,0.05046002724841472,yes
19481,29,76000,2.0,3000,0,5,24831,0.058629248177607535,yes
19482,28,78000,12.0,3000,0,7,7177,0.042359120624655834,yes
19483,27,35000,2.0,14000,0,8,6982,0.49967877792847454,no
19484,30,78000,14.0,3000,0,6,23293,0.05483758933957263,yes
19485,30,80000,13.0,3000,0,6,7338,0.04128705513198095,yes
19486,33,74400,7.0,3000,0,5,9417,0.04616592031762153,yes
19487,28,35000,2.0,13250,0,7,26882,1.6321754126632175,no
19488,35,35000,5.0,5600,0,6,8602,0.21213728312750965,yes
19489,34,90000,4.0,3000,1,9,25543,0.04654265634453977,yes
19490,33,93000,1.0,3000,0,7,15877,0.03889890175434047,yes
19491,27,93600,1.0,3000,0,9,4630,0.03371923120152861,yes
19492,28,70910,8.0,3000,1,5,10399,0.04957776272082762,yes
19493,33,35000,4.0,10000,0,5,2436,0.3070875813782091,yes
19494,28,35000,1.0,4000,0,6,1194,0.11832219132698338,yes
19495,33,35000,4.0,6000,0,9,28819,0.970716712506067,no
19496,35,104000,0.0,3000,0,6,10948,0.03224003782831105,yes
19497,32,105000,3.0,3000,0,10,9420,0.031387319522912745,yes
19498,32,105000,15.0,3000,0,5,13039,0.032622524765933386,yes
19499,34,106000,3.0,3000,0,7,19772,0.0347914830449506,yes
19500,33,108000,11.0,3000,0,5,13841,0.0318610010726537,yes
19501,31,35000,15.0,8000,0,9,18336,0.4800768122899664,yes
19503,29,121000,3.0,3000,0,9,10286,0.027096844120888055,yes
19504,30,125000,2.0,3000,1,10,25280,0.030084235860409144,yes
19505,28,130000,0.0,3000,0,8,6780,0.024346696964778446,yes
19506,28,150000,13.0,3000,0,5,2211,0.02029921036071697,yes
19507,33,35000,2.0,6000,0,6,13782,0.2827787727401263,no
19508,28,80000,7.0,3025,0,8,3156,0.03936546770079642,yes
19509,32,90000,0.0,3025,1,5,18356,0.042222656468092236,yes
19510,27,15120,6.0,3050,0,5,2352,0.23887844611528822,yes
19511,29,35000,14.0,8000,1,9,17463,0.45617836574100473,yes
19512,32,36000,2.0,3050,0,5,14168,0.13970318798094541,yes
19513,27,35000,6.0,5000,0,5,18705,0.3068425897514575,yes
19514,29,36000,5.0,3075,0,5,2611,0.09209619934709036,yes
19515,31,30892,3.0,3100,0,9,13475,0.1779870241717862,yes
19516,30,31200,0.0,3100,0,10,21933,0.3345203409949282,no
19517,35,32000,1.0,3125,0,9,22316,0.32269723254853366,no
19518,29,56100,0.0,3150,0,10,2763,0.05905843973226841,yes
19519,28,35000,0.0,11850,0,6,29604,2.1960711638250556,no
19520,34,35000,12.0,5000,0,9,7039,0.17882049998211794,yes
19521,31,35000,13.0,2000,0,6,29451,0.3604253018561903,yes
19522,32,12000,2.0,3200,0,7,8492,0.9122006841505131,no
19523,31,18240,0.0,3200,0,8,8986,0.34579641236222175,no
19524,32,35000,11.0,4000,1,5,29220,0.6920415224913494,no
19525,27,33600,4.0,3200,0,9,3063,0.10479090938861053,yes
19526,35,33600,8.0,3200,1,5,9967,0.1354038843989337,yes
19527,29,35000,0.0,3200,0,6,9496,0.12547051442910917,yes
19528,28,35000,12.0,3200,0,6,6075,0.11063094209161625,yes
19529,30,35000,2.0,5200,0,6,1316,0.1543759648497803,yes
19530,34,35000,0.0,3200,0,6,6466,0.11214691245531647,yes
19531,27,35496,2.0,3200,0,6,7024,0.11239112110143298,yes
19532,30,36000,2.0,3200,0,10,16043,0.16034474119356618,yes
19534,27,38000,11.0,3200,0,5,23157,0.2155898403287745,yes
19535,28,38000,12.0,3200,0,6,4694,0.09607878460337477,yes
19536,33,35000,15.0,12000,1,7,8013,0.4446585392966984,yes
19537,28,33000,0.0,3200,1,6,21722,0.28373825146302534,no
19538,35,34000,15.0,3200,0,7,2282,0.10088908506210985,yes
19539,34,40800,2.0,3200,1,8,22931,0.17908109015613632,yes
19540,35,42000,3.0,3200,0,5,14129,0.11481468192745148,yes
19541,30,43000,2.0,3200,0,9,26426,0.1930734885965971,yes
19542,30,43000,1.0,3200,0,5,17855,0.12726188108967987,yes
19543,28,47515,5.0,3200,1,7,22873,0.12985958931904878,yes
19544,27,35000,11.0,15000,0,5,24929,1.4894250819183794,no
19545,28,42000,1.0,3200,1,8,7091,0.0916669053825661,yes
19546,27,50004,12.0,3200,0,7,1311,0.06571786499086112,yes
19547,34,53500,0.0,3200,0,5,27510,0.12312427856868026,yes
19548,27,54000,5.0,3200,0,10,23554,0.10510411876765421,yes
19549,31,35000,0.0,15000,1,8,25205,1.5313935681470139,no
19550,27,54000,5.0,3200,0,7,19200,0.09195402298850575,yes
19551,28,55000,2.0,3200,0,7,14846,0.07969318125217911,yes
19552,29,56000,0.0,3200,0,7,24716,0.10228870988364659,yes
19553,29,51500,2.0,3200,1,7,24579,0.11886631254411055,yes
19554,32,35000,9.0,12000,0,8,21259,0.8732988865439196,no
19555,29,57504,2.0,3200,0,9,21477,0.08882227218475032,yes
19556,33,63996,4.0,3200,0,9,7656,0.05679801206957757,yes
19557,28,35000,5.0,9600,0,8,1271,0.2846215422929823,yes
19558,28,29000,6.0,5600,0,5,20917,0.6928120747247309,no
19559,28,71000,0.0,3200,1,5,9742,0.052238075026935255,yes
19560,29,35000,1.0,3600,0,9,12123,0.1573632906412554,yes
19561,33,95000,6.0,3200,0,5,22250,0.04398625429553265,yes
19562,30,110000,2.0,3200,0,8,24454,0.037406775302176606,yes
19563,27,35000,4.0,7500,0,9,17012,0.41694462975316876,yes
19564,35,110000,1.0,3200,0,9,29632,0.039816842524387816,yes
19565,31,10000,2.0,3250,0,10,2800,0.4513888888888889,no
19566,27,35000,0.0,7000,0,7,11845,0.3023105160872382,no
19567,27,12240,0.0,3250,0,9,9343,1.1218501898515707,no
19569,27,20000,4.0,3250,0,5,8425,0.28077753779697623,yes
19570,30,23000,5.0,3250,1,7,3675,0.16817593790426907,yes
19571,30,35004,3.0,9500,0,8,18140,0.5633301707779886,no
19573,31,26400,2.0,3250,0,8,3291,0.14063784672638366,yes
19574,28,35004,7.0,4000,0,10,26983,0.4986909362922329,yes
19575,28,35004,3.0,16000,1,9,27568,2.1516944593867673,no
19577,35,19000,2.0,3300,0,6,9139,0.3346516580468512,no
19578,29,37500,7.0,3300,0,8,25649,0.27845751413382835,yes
19579,30,44760,1.0,3300,0,8,5332,0.08369686517195901,yes
